VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38
20760960,95.21,Gurgaon - Sec - 15,N,100000.0,32.0,Y,19.47341,7050000.0,HDFC BANK,bangalore,Gurgaon Mg Road 08-09 Sec15,Tier I,43.0,B Sc,Female,2400000.0,Information Technology,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-09-27,0,Resident Indian,15.0,0,N,Karnataka,HDFC BANK,1000000.0,North 1,1
20454172,83.29,Delhi - Nehru Place,N,36000.0,29.0,Y,26.12245,1000000.0,Ex-HDFC,ballabhgarh,Faridabad Nit,Tier III,37.0,Post Graduation,Male,1000000.0,Service,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Halfyearly Premium,HDFC Life ProGrowth Plus,2018-08-06,0,Resident Indian,10.0,1,N,Haryana,HDFC Sales,2000000.0,North 1,1
21047802,32.63,Mumbai - Borivali,N,47847.0,44.0,N,23.38869,4701980.0,Brokers & Small CA,yavatmal,Delhi - Mayur Vihar,Tier III,51.0,B Ed,Male,500000.0,Retail,Married,Indian,Self employed/ Business,Par,SMC Insurance Brokers Pvt. Ltd,Cheque,Savings,Annual,HDFC Life ClassicAssure Plus,2019-09-01,0,Resident Indian,15.0,1,N,Maharashtra,Brokers,334085.0,West,0
20967307,96.05,Delhi - Mayur Vihar,N,50000.0,43.0,N,26.29758,1000000.0,HDFC BANK,delhi,Delhi Vikas Marg,Tier I,37.0,Graduation,Male,500000.0,Service,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-13,0,Resident Indian,10.0,0,N,Delhi,HDFC BANK,500000.0,North 1,0
20618066,100.0,Surat - City Light,N,50000.0,9.0,Y,21.48438,350000.0,HDFC BANK,navsari,Navsari - Nandini Complex,Tier III,62.0,Others,Female,350000.0,School,Married,Indian,Others,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-06-08,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,350000.0,West,1
20068547,0.3647,Amravati - Jaisthamb Square,N,25000.0,37.0,Y,16.97531,250000.0,HDFC BANK,Wardha,Wardha - Daftari Complex,Tier III,61.0,B Sc,Male,250000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-01-31,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,250000.0,West,1
21016017,69.02,Vadodara - Kalaghoda,N,85000.0,86.0,N,21.96712,3200000.0,Ex-HDFC,vadodara,Vadodara - Karelibaug,Tier II,44.0,S S C,Male,530000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-12-29,0,Resident Indian,10.0,0,N,Gujarat,HDFC Sales,3200000.0,West,1
19990369,-,Pune City Mall,N,80000.0,15.0,N,27.68166,1650000.0,Ex-HDFC,Pune,Pune - Nandadeep Fc Road,Tier I,52.0,H S C,Male,975000.0,Government Officer,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Halfyearly Premium,HDFC SL ProGrowth - Flexi,2018-01-16,0,Resident Indian,10.0,0,N,Maharashtra,HDFC Sales,1650000.0,West,1
20486137,90.35,Mumbai - Vasai,N,25000.0,21.0,Y,23.03005,250000.0,HDFC BANK,thane,Mumbai - Vasai,Tier I,52.0,S S C,Female,300000.0,Investment Banking,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-06-22,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,250000.0,West,1
20119945,-,Pune City Mall,N,90000.0,26.0,Y,31.74179,3000000.0,Ex-HDFC,Jalgaon,Pune - Nandadeep Fc Road,Tier III,36.0,Post Graduation,Male,1750000.0,Engineering,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-02-24,0,Resident Indian,10.0,1,N,Maharashtra,HDFC Sales,6000000.0,West,1
20762854,100.0,Kannur - Highway Arcade,N,35000.0,20.0,Y,21.875,950000.0,Ex-HDFC,kottayam,Kochi - Pallath Enclave,Tier III,43.0,B Tech,Female,480000.0,Construction,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-09-27,0,Resident Indian,10.0,1,N,Kerala,HDFC Sales,1900000.0,South 2,1
20465387,88.29,Bhagalpur,N,50000.0,78.0,N,25.05931,350000.0,HDFC BANK,banka,Patna - Boring Road,Tier III,51.0,MBA,Male,1000000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-12-06,0,Resident Indian,10.0,0,N,Bihar,HDFC BANK,350000.0,East,0
20350910,0.9642,Ludhiana - Feroze Gandhi Mrkt,N,75000.0,35.0,Y,24.09297,750000.0,HDFC BANK,Ludhiana,Ludhiana - Feroze Gandhi Mrkt,Tier II,30.0,B A,Male,500000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-04-30,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,1500000.0,North 1,1
20888525,83.3,Pune City Mall,N,100000.0,85.0,Y,22.22222,4000000.0,Ex-HDFC,pune,Pune - Nandadeep Fc Road,Tier I,29.0,M Tech,Male,1200000.0,Information Technology,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-11-19,0,Resident Indian,15.0,1,N,Maharashtra,HDFC Sales,8000000.0,West,1
20792780,83.91,Delhi - Nehru Place,N,100000.0,31.0,Y,25.95156,1000000.0,HDFC BANK,new delhi,Delhi - Paschim Vihar,Tier I,48.0,Graduation,Male,700000.0,Medical,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-09-10,0,Resident Indian,10.0,1,N,Delhi,HDFC BANK,2000000.0,North 1,1
20247171,0.6442,Burdwan - Post Sripally,N,30000.0,32.0,Y,20.9042,600000.0,HDFC BANK,Birbhum,Bolpur - Shantiniketan Road,Tier III,46.0,Under Matric (Class l to lX),Male,200000.0,Construction,Single,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-03-24,0,Resident Indian,15.0,0,N,West Bengal,HDFC BANK,600000.0,East,1
19923287,1,Jaipur-Tonk Road,N,25000.0,29.0,Y,18.51852,250000.0,HDFC BANK,Sawai Madhopur,Jaipur-Tonk Road,Tier III,35.0,B A,Male,400000.0,Finance,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2017-12-29,0,Resident Indian,10.0,0,N,Rajasthan,HDFC BANK,250000.0,North 2,1
20310477,0.6258,Tuticorin - Mangal Mall,N,25000.0,75.0,N,23.38435,280000.0,HDFC BANK,Virudhunagar,Tirunelveli - Amf Centre,Tier III,54.0,Others,Female,650000.0,Education,Single,Indian,Salaried,UL,HDFC BANK,Online Netbanking,Investment,Annual,HDFC Life Sampoorn Nivesh,2018-11-04,0,Resident Indian,10.0,0,N,Tamil Nadu,HDFC BANK,175000.0,South 1,0
20924310,55.02,Delhi - Mayur Vihar,N,28708.0,24.0,Y,29.38476,166491.0,Brokers & Small CA,mirzapur,Delhi - Mayur Vihar,Tier III,54.0,H S C,Male,300000.0,Business,Married,Indian,Self employed/ Business,Par,SMC Insurance Brokers Pvt. Ltd,Cheque,Childrens Plan,Annual,HDFC Life YoungStar Udaan,2018-01-12,0,Resident Indian,15.0,0,N,Uttar Pradesh,Brokers,166491.0,North 1,1
20260326,0.9068,Mumbai-Khar-Prabhat Chambers,N,16505.0,50.0,Y,24.05693,10000000.0,Other Banks & CA,Mumbai,Mumbai - Khar (W),Tier I,34.0,BHMS,Male,500000.0,Doctor,Married,Indian,Self employed/ Business,Non Par,THE SARASWAT CO-OPERATIVE BANK,DD,Protection,Annual,HDFCLife Click 2 Protect 3D Plus,2018-03-28,1,Resident Indian,40.0,1,N,Maharashtra,Saraswat Bank,10000000.0,West,1
19933587,0.8623,Ludhiana - Feroze Gandhi Mrkt,N,25000.0,40.0,N,23.87511,175000.0,HDFC BANK,Moga,Moga - State Bank Of Patiala,Tier III,47.0,S S C,Male,250000.0,Business,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2017-12-31,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,175000.0,North 1,1
20609555,85.52,Udaipur - Raj Tower,N,50000.0,70.0,Y,21.71807,350000.0,HDFC BANK,udaipur,Udaipur - Toran Bawdi,Tier III,64.0,H S C,Male,500000.0,Marble Industry,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-24,0,Resident Indian,10.0,0,N,Rajasthan,HDFC BANK,350000.0,North 2,1
20028075,0.7745,Kanpur - Swaroop Nagar,N,25000.0,33.0,Y,19.48696,425000.0,HDFC BANK,Ghatampur,Kanpur - Js Tower,Tier III,53.0,B A,Male,350000.0,Accounts,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-25,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,500000.0,North 2,1
20509117,88.71,Varanasi - Arihant Complex,N,47847.0,29.0,N,23.87543,500000.0,HDFC BANK,jaunpur,Varanasi - Arihant Complex,Tier III,50.0,B A,Female,320000.0,Business,Married,Indian,Self employed/ Business,Par,HDFC BANK,Cheque,Savings,Annual,HDFCLife SampoornSamridhi plus,2018-06-29,0,Resident Indian,15.0,0,N,Uttar Pradesh,HDFC BANK,364354.0,North 2,1
20346139,-,Delhi - Mayur Vihar,N,111996.0,35.0,Y,30.04082,3400000.0,Ex-HDFC,Gautam Buddha Nagar,Delhi - Mayur Vihar,Tier III,42.0,B E,Male,1540000.0,Information Technology,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-04-27,0,Resident Indian,15.0,0,N,Uttar Pradesh,HDFC Sales,3400000.0,North 1,1
20506015,80.34,Nizamabad - Vamshi Estate,N,25000.0,40.0,N,19.57168,175000.0,HDFC BANK,adilabad,Nizamabad - Vinayaka Nagar,Tier III,46.0,Under Matric (Class l to lX),Male,300000.0,Agriculture,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-06-26,0,Resident Indian,10.0,1,N,Andhra Pradesh,HDFC BANK,350000.0,South 1,0
20470458,85.22,HDFC SL North Lakhimpur Branch,N,25000.0,16.0,N,22.67574,250000.0,HDFC BANK,lakhimpur,North Lakhimpur,Tier III,43.0,B A,Male,500000.0,State Government,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-06-18,0,Resident Indian,10.0,1,N,Assam,HDFC BANK,500000.0,East,0
20490110,96.14,Jaipur-Tonk Road,N,30000.0,43.0,Y,23.67125,300000.0,HDFC BANK,jaipur,Jaipur-Tonk Road,Tier II,26.0,Graduation,Male,450000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-06-25,0,Resident Indian,10.0,1,N,Rajasthan,HDFC BANK,600000.0,North 2,1
20830712,84.76,Pali - Manoj Motor Complex,N,100000.0,40.0,Y,23.18339,2000000.0,HDFC BANK,pali,Jodhpur - Pwd Colony,Tier III,32.0,B A,Male,500000.0,Trader,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Childrens Plan,Annual,HDFC YOUNGSTAR SUPER PREMIUM,2018-10-23,0,Resident Indian,10.0,1,N,Rajasthan,HDFC BANK,2200000.0,North 2,1
20141965,0.5825,Bhatinda - N.H.15,N,50000.0,40.0,Y,19.48696,500000.0,HDFC BANK,Muktsar,Abohar - Shankar Market,Tier III,36.0,B A,Male,400000.0,Agrochemicals,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-09-02,0,Resident Indian,10.0,0,N,Punjab,HDFC BANK,500000.0,North 1,0
21118243,91.3,Vadodara - Kalaghoda,N,40000.0,34.0,Y,24.79667,350000.0,HDFC BANK,vadodara,Vadodara - Karelibaug,Tier II,50.0,Graduation,Female,500000.0,Trading,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2019-01-17,0,Resident Indian,10.0,1,N,Gujarat,HDFC BANK,700000.0,West,1
20592796,90.89,Hazaribagh-Prince Hotel Campus,N,25000.0,14.0,N,24.44728,250000.0,HDFC BANK,bokaro,Bokaro - City Centre,Tier III,46.0,H S C,Male,500000.0,Central Government,Married,Indian,Salaried,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-30,0,Resident Indian,10.0,1,N,Jharkhand,HDFC BANK,500000.0,East,0
20848089,87.37,Delhi - Nehru Place,N,50000.0,28.0,Y,31.65218,500000.0,HDFC BANK,new delhi,Delhi - Paschim Vihar,Tier I,23.0,MBA,Male,1200000.0,Teaching,Single,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-11,0,Resident Indian,10.0,1,N,Delhi,HDFC BANK,1000000.0,North 1,1
20564191,22.96,Moga - State Bank of Patiala,N,15000.0,17.0,N,23.87543,150000.0,HDFC BANK,fazilka,Abohar - Shankar Market,Tier III,44.0,B A,Male,300000.0,Agriculture,Married,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-07-13,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,300000.0,North 1,0
20570683,81.63,Delhi - Paschim Vihar,N,40000.0,28.0,Y,23.03005,400000.0,HDFC BANK,noida,Delhi - Paschim Vihar,Tier II,32.0,B A,Male,300000.0,Electricals,Married,Indian,Salaried,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-07-23,0,Resident Indian,10.0,1,N,Uttar Pradesh,HDFC BANK,800000.0,North 1,1
20493400,88.63,Vapi - Daman Road,N,30000.0,17.0,Y,22.49135,900000.0,Ex-HDFC,silvassa,Vapi - Daman Road,Tier III,38.0,H S C,Male,250000.0,Manufacturing,Married,Indian,Salaried,UL,HDFC Sales Private Limited,Cheque,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-06-26,0,Resident Indian,15.0,1,N,Dadra & Nagar Haveli,HDFC Sales,1800000.0,West,1
20162523,0.6758,Kochi - Pallath Enclave,N,63000.0,58.0,Y,23.33547,900000.0,Ex-HDFC,Thrissur,Kochi - Pallath Enclave,Tier III,57.0,S S C,Male,250000.0,Telecom,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-07-03,0,Resident Indian,10.0,0,N,Kerala,HDFC Sales,900000.0,South 2,1
21037086,81.93,Surat - City Light,N,25000.0,35.0,N,24.48565,484196.0,HDFC BANK,surat,Surat - City Light,Tier II,40.0,B Com,Male,1000000.0,Textile,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-12-31,0,Resident Indian,20.0,1,N,Gujarat,HDFC BANK,500000.0,West,1
20420913,25.87,Delhi - Mayur Vihar,N,95693.0,20.0,N,21.87755,666140.0,Brokers & Small CA,ahmedabad,Delhi - Mayur Vihar,Tier I,51.0,MBA,Male,700000.0,Advertising,Married,Indian,Salaried,Par,Mercury Insurance Brokers Pvt.,Cheque,Savings,Annual,HDFC Life ClassicAssure Plus,2018-05-30,0,Resident Indian,15.0,1,N,Gujarat,Brokers,444403.0,North 1,1
21087459,89.22,Delhi - Nehru Place,N,50000.0,39.0,N,24.4646,500000.0,HDFC BANK,new delhi,Delhi - Paschim Vihar,Tier I,47.0,Graduation,Female,600000.0,Clothes,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2019-01-21,0,Resident Indian,10.0,1,N,Delhi,HDFC BANK,1000000.0,North 1,1
20425191,100.0,Vapi - Daman Road,N,25000.0,32.0,N,24.97704,250000.0,HDFC BANK,silvassa,Vapi - Daman Road,Tier III,38.0,H S C,Male,200000.0,Manufacturing,Married,Indian,Salaried,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-05-30,0,Resident Indian,10.0,1,N,Dadra & Nagar Haveli,HDFC BANK,500000.0,West,1
19949927,0.9071,Kolkata - Salt Lake,N,100000.0,34.0,Y,26.57313,700000.0,HDFC BANK,Cuttack,Cuttack - Royal Tower,Tier II,51.0,Graduation,Male,500000.0,Taxation,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-04-01,0,Resident Indian,10.0,0,N,Odisha,HDFC BANK,700000.0,East,1
20745437,33.57,Delhi - Mayur Vihar,N,94737.0,20.0,N,25.96953,682937.0,Brokers & Small CA,west delhi,Delhi - Mayur Vihar,Tier I,46.0,Graduation,Female,400000.0,Business,Married,Indian,Self employed/ Business,Par,But International Insurance Br,Cheque,Savings,Annual,HDFC Life Super Income Plan,2018-09-24,0,Resident Indian,20.0,0,N,Delhi,Brokers,682937.0,North 1,0
20736573,97.56,Mumbai - Borivali,N,500000.0,24.0,N,24.80159,11000000.0,HDFC BANK,mumbai,Mumbai - Borivali,Tier I,44.0,Graduation,Male,4000000.0,Service,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life Click2Invest - ULIP,2018-09-19,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,5000000.0,West,0
20271808,0.8779,Hyderabad - Begumpet,N,100000.0,33.0,Y,27.77778,1000000.0,Ex-HDFC,Hyderabad,Hyderabad - Begumpet,Tier I,52.0,CA,Male,5000000.0,Textile,Married,Indian,Salaried,UL,HDFC SECURITIES LIMITED,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC Life ProGrowth Plus,2018-03-28,0,Resident Indian,10.0,0,N,Telangana,HDFC Sec,1000000.0,South 1,1
20008580,-,Dehradun - NCR Plaza,N,100000.0,15.0,Y,24.4646,1000000.0,Ex-HDFC,Dehradun,Dehradun Ncr Plaza,Tier II,56.0,M A,Female,600000.0,Government Sector,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Monthly Premium,HDFC SL ProGrowth - Flexi,2018-01-14,0,Resident Indian,10.0,0,N,Uttarakhand,HDFC Sales,1000000.0,North 2,1
20349559,-,Chennai - T Nagar,N,40000.0,19.0,N,32.0,1000000.0,Ex-HDFC,Chennai,Chennai - T. Nagar,Tier I,32.0,MBBS,Male,1000000.0,Hospital,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-04-28,0,Resident Indian,10.0,1,N,Tamil Nadu,HDFC Sales,2000000.0,South 1,1
20659403,47.44,Sirsa - Sangwan Chowk,N,25000.0,20.0,N,26.72993,250000.0,HDFC BANK,sirsa,Hissar - Kamla Nagar,Tier III,54.0,Under Matric (Class l to lX),Male,400000.0,Agriculture,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-08-21,0,Resident Indian,10.0,1,N,Haryana,HDFC BANK,500000.0,North 1,0
20435361,95.67,Vadodara - Kalaghoda,N,25077.0,58.0,Y,25.21736,5000000.0,Ex-HDFC,vadodara,Vadodara-Manjalpur,Tier II,57.0,Others,Male,2400000.0,Manufacturing,Married,Indian,Salaried,Non Par,HDFC SECURITIES LIMITED,Cheque,Protection,Annual,HDFC Life Click 2 Protect 3D+,2018-05-06,1,Resident Indian,19.0,1,N,Gujarat,HDFC Sec,5000000.0,West,1
19960161,0.8503,Rajkot - Rajkumar College,N,25000.0,45.0,Y,22.85714,250000.0,HDFC BANK,Rajkot,Junagadh - Moti Bagh,Tier II,55.0,Graduation,Male,450000.0,Construction,Married,Indian,Self employed/ Business,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-01,0,Resident Indian,15.0,1,N,Gujarat,HDFC BANK,500000.0,West,1
20807443,61.53,Vadodara - Kalaghoda,N,90000.0,25.0,N,24.22145,1600000.0,Ex-HDFC,panch mahals,Vadodara - Karelibaug,Tier III,50.0,H S C,Male,730000.0,Teaching,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Halfyearly Premium,HDFC SL ProGrowth - Flexi,2018-10-10,0,Resident Indian,10.0,1,N,Gujarat,HDFC Sales,3200000.0,West,0
20624162,0.0,Nangal - Spoke,N,25000.0,14.0,N,24.4898,250000.0,HDFC BANK,anandpur sahib,Nangal - Spoke,Tier III,45.0,H S C,Male,300000.0,Agriculture,Married,Indian,Agriculture,UL,DUMMY HDFC BANK UPSELL,Cheque,Investment,Annual,HDFC SL ProGrowth Super II,2018-10-08,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK Upsell,500000.0,North 1,1
20641073,78.65,Kakinada - Srideepti Towers,N,14064.0,37.0,Y,22.77319,5000000.0,HDFC BANK,kakinada,Rajahmundry-Av Apparao Road,Tier III,36.0,M Sc,Male,600000.0,Education,Married,Indian,Salaried,Non Par,HDFC BANK,DD,Protection,Annual,HDFC Life Click 2 Protect 3D+,2018-10-08,1,Resident Indian,49.0,1,N,Andhra Pradesh,HDFC BANK,10000000.0,East,1
20144410,0.5658,Kolhapur Branch,N,19139.0,27.0,N,20.19947,200000.0,HDFC BANK,Kolhapur,Kolhapur - Assembly Road,Tier II,20.0,Diploma,Male,250000.0,Food & beverages (F&B),Single,Indian,Self employed/ Business,Par,HDFC BANK,Online Netbanking,Savings,Annual,HDFC Life Uday,2018-03-03,0,Resident Indian,12.0,0,N,Maharashtra,HDFC BANK,118149.0,West,0
20984698,63.7,Bhatinda - N.H.15,N,25000.0,44.0,Y,21.30395,250000.0,HDFC BANK,muktsar,Abohar - Shankar Market,Tier III,25.0,B A,Female,150000.0,Agriculture,Single,Indian,Agriculture,UL,HDFC BANK,DD,Investment,Annual,HDFC SL ProGrowth Super II,2018-12-20,0,Resident Indian,10.0,1,N,Punjab,HDFC BANK,500000.0,North 1,1
20642179,100.0,Kolkata - Gariahat,N,120000.0,72.0,Y,22.40588,840000.0,HDFC BANK,kolkata,Kolkata - Gariahat,Tier I,61.0,Graduation,Female,1000000.0,Export,Married,Indian,Self employed/ Business,UL,DUMMY HDFC BANK UPSELL,Cheque,Investment,Monthly Premium,HDFC Life Click2Invest - ULIP,2018-08-17,0,Resident Indian,5.0,0,N,West Bengal,HDFC BANK Upsell,840000.0,East,1
20242882,0.753,HDFC SL North Lakhimpur Branch,N,93780.0,28.0,N,24.44728,2781035.0,HDFC BANK,Naharlagun,Guwahati-Amaze Shopping Mall,Tier III,46.0,B A,Male,800000.0,Mechanical,Married,Indian,Self employed/ Business,Par,HDFC BANK,"ECS,SI",Savings,Annual,HDFC Life Uday,2018-03-27,0,Resident Indian,12.0,0,N,Arunachal Pradesh,HDFC BANK,581978.0,East,1
20475583,64.29,Kolhapur Branch,N,35000.0,14.0,N,27.58733,1800000.0,HDFC BANK,kolhapur,Kolhapur - Assembly Road,Tier II,60.0,B Sc,Male,400000.0,Medical,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-06-18,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,350000.0,West,0
21077084,91.66,Delhi - Nehru Place,N,50000.0,42.0,N,23.4375,1000000.0,HDFC BANK,delhi,Delhi - Nehru Place,Tier I,34.0,Graduation,Female,300000.0,Tuition,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2019-01-16,0,Resident Indian,15.0,1,N,Delhi,HDFC BANK,1000000.0,North 1,0
20046912,0.7824,Pune City Mall,N,75000.0,75.0,Y,24.72518,3000000.0,Ex-HDFC,Raisen,Pune - Nandadeep Fc Road,Tier III,34.0,MCA,Male,950000.0,IT Industry,Married,Indian,Salaried,UL,HDFC Sales Private Limited,DD,Investment,Annual,HDFC SL ProGrowth - Flexi,2018-01-31,0,Resident Indian,26.0,1,N,Madhya Pradesh,HDFC Sales,6000000.0,West,1
20214920,0.6338,Patna - Boring Road,N,48000.0,30.0,N,22.7244,500365.0,HDFC BANK,Debagarh,Patna - Boring Road,Tier III,35.0,B Tech,Male,400000.0,Electricals,Married,Indian,Salaried,Par,HDFC BANK,"ECS,SI",Savings,Annual,HDFC Life Super Income Plan,2018-03-21,0,Resident Indian,27.0,0,N,Odisha,HDFC BANK,500365.0,East,1
20913106,53.68,Satna - Aadarsh Nagar,N,100000.0,36.0,N,21.71807,940000.0,HDFC BANK,akola,Amravati - Badnera Road,Tier III,48.0,M A,Male,700000.0,Teaching,Married,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-11-28,0,Resident Indian,10.0,0,N,Maharashtra,HDFC BANK,700000.0,East,0
20198820,0.8095,Gandhidham - Tagore Road,N,15000.0,51.0,Y,23.38869,150000.0,HDFC BANK,Mithi Rohar,Gandhidham - Tagore Road,Tier III,31.0,Under Matric (Class l to lX),Male,250000.0,Trader,Married,Indian,Self employed/ Business,UL,HDFC BANK,Online Credit/Debit Card/Teles Sales,Investment,Annual,HDFC SL ProGrowth Super II,2018-03-13,0,Resident Indian,10.0,0,N,Gujarat,HDFC BANK,150000.0,West,1
20207176,1,Surat - City Light,N,40000.0,76.0,Y,23.50781,1663760.0,HDFC BANK,Surat,Surat - Jolly Plaza,Tier II,56.0,Graduation,Male,300000.0,Textile,Married,Indian,Self employed/ Business,UL,HDFC BANK,Cheque,Investment,Annual,HDFC Life ProGrowth Plus,2018-03-19,0,Resident Indian,15.0,0,N,Gujarat,HDFC BANK,400000.0,West,1
20669984,0.0,Delhi - Mayur Vihar,N,100000.0,19.0,Y,23.33547,700000.0,HDFC BANK,delhi,Delhi Vikas Marg,Tier I,61.0,B A,Female,1500000.0,Fabrication Industry,Married,Indian,Self employed/ Business,UL,HDFC BANK,DD,Investment,Annual,HDFC Life ProGrowth Plus,2018-08-28,0,Resident Indian,10.0,0,N,Delhi,HDFC BANK,700000.0,North 1,1
20138101,0.9192,Delhi - Cannaught,N,50000.0,26.0,N,18.75,500000.0,HDFC BANK,New Delhi,New Delhi- Barakhamba Road,Tier I,28.0,Post Graduation,Female,600000.0,Service,Single,Indian,Salaried,UL,HDFC BANK,"ECS,SI",Investment,Annual,HDFC Life ProGrowth Plus,2018-01-03,0,Resident Indian,10.0,1,N,Delhi,HDFC BANK,1000000.0,North 1,1
